@relation ALLJURECZKO-lucene-2.0 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
237,14,1,0,2,25,3,1,1,13,0.602564103,0,0,0,0.404761905,0,0,15.5,1,0.9286,0
764,14,1,0,12,51,67,1,12,8,0.641025641,0.666666667,2,0,0.401709402,0,0,53.35714286,2,1.1429,1
179,7,2,0,4,16,0,1,3,6,0.333333333,1,2,0.571428571,0.476190476,1,3,24.14285714,1,0.8571,0
35,2,3,0,4,6,0,0,4,2,0,1,1,0.75,0.75,0,0,16,1,0.5,0
707,26,1,0,7,55,0,0,7,22,0.344,1,4,0,0.184615385,0,0,25.80769231,2,1.1538,1
354,13,2,0,9,38,0,3,6,4,0.75,0.571428571,6,0.294117647,0.211538462,1,2,25.15384615,1,0.9231,1
10,10,1,0,16,10,45,6,10,10,2,0,0,0,0.288888889,0,0,0,1,1,1
65,4,2,0,4,5,0,1,3,3,0.666666667,0.666666667,1,0.777777778,0.476190476,0,0,14.5,4,2,1
102,4,1,0,2,18,6,2,0,3,2,0,0,0,0.25,0,0,24.5,2,1,0
21,2,3,0,4,5,1,1,3,2,2,0,0,0.75,0.75,0,0,9.5,1,0.5,0
601,26,2,0,15,56,0,1,14,17,0.668571429,1,1,0.696202532,0.174825175,1,5,21.84615385,6,1.3462,1
201,7,2,0,6,25,0,1,5,5,0.520833333,1,2,0.571428571,0.30952381,1,3,26.57142857,1,0.8571,1
348,7,1,0,11,37,0,1,11,7,0.69047619,1,2,0,0.30952381,0,0,47.71428571,1,0.8571,1
10,10,1,0,3,10,45,3,0,10,2,0,0,0,0.6,0,0,0,1,1,0
94,5,1,0,5,12,0,4,1,0,0.583333333,0,2,0,0.533333333,0,0,16.6,1,0.8,1
21,3,1,0,6,7,3,3,5,2,2,0,0,0,0.666666667,0,0,6,1,0.6667,0
437,19,1,0,18,51,145,12,6,15,0.920634921,0.285714286,0,0,0.257309942,0,0,21.63157895,7,1.4737,1
337,6,1,0,6,39,0,1,5,5,0.6,1,1,0,0.333333333,0,0,54.33333333,4,1.3333,1
479,27,2,0,13,80,193,3,13,21,0.814102564,1,0,0.679012346,0.181481481,1,6,16.51851852,2,1.037,1
409,9,2,0,10,32,0,1,9,7,0.545454545,1,2,0.5,0.285714286,1,3,43.22222222,2,1,0
133,9,2,0,8,25,0,1,8,8,0.3125,0,2,0.6,0.222222222,2,4,13.55555556,4,1.2222,1
275,12,1,10,13,13,0,13,0,8,0.454545455,1,0,0,0.444444444,0,0,21.66666667,7,2.0833,0
91,16,1,2,42,25,108,40,4,15,0.866666667,1,1,0,0.185185185,0,0,4.5625,1,0.875,1
514,14,3,0,5,29,53,1,4,6,0.692307692,1,1,0.541666667,0.333333333,1,4,34.92857143,14,2.2857,0
58,6,1,2,16,14,13,16,0,5,0.8,0,0,0,0.6,0,0,8.5,1,0.6667,1
176,13,3,0,6,30,0,1,6,11,0.416666667,1,1,0.571428571,0.192307692,2,2,12.38461538,6,1.3077,0
70,3,3,0,11,13,1,1,10,3,2,0,0,0.666666667,0.533333333,1,3,22.33333333,2,1.3333,0
48,2,1,0,2,9,1,1,1,2,2,0,0,0,0.666666667,0,0,23,6,3,0
9,2,5,0,3,4,1,2,1,1,2,0,0,0.875,0.666666667,1,1,3.5,1,0.5,0
116,8,1,0,3,19,2,1,2,6,0.178571429,1,2,0,0.34375,0,0,13,2,1,1
318,14,2,0,6,38,0,1,6,11,0.384615385,1,0,0.5,0.171428571,2,5,21.57142857,6,1.5714,1
224,4,1,0,7,38,0,2,5,0,0.888888889,0.5,3,0,0.375,0,0,53.5,2,1,1
108,8,2,0,5,17,0,1,5,4,0.523809524,1,1,0.611111111,0.3,1,3,12.125,1,0.875,1
103,9,2,2,7,14,8,5,2,6,0.5,1,2,0.384615385,0.407407407,1,2,10.22222222,2,1,0
8,8,1,0,19,8,28,17,2,8,2,0,0,0,0.3,0,0,0,1,1,0
1200,40,2,0,29,123,576,6,26,19,0.883861237,0.470588235,8,0.591397849,0.136752137,1,5,28.575,26,1.75,1
498,16,2,0,15,55,98,1,14,4,0.833333333,0.75,2,0.44,0.296296296,1,3,29.875,7,1.5625,1
57,4,2,0,2,13,0,0,2,4,0.166666667,1,1,0.4,0.5625,0,0,12.75,2,1,1
439,22,2,0,20,60,79,12,12,19,0.742857143,1,0,0.387096774,0.119047619,2,6,18.72727273,12,1.7273,1
100,5,1,0,8,6,0,8,0,0,0.125,0,0,0,0.55,0,0,18.2,1,0.4,0
128,12,1,0,58,21,0,58,0,9,0.136363636,0,0,0,0.291666667,1,1,9.5,4,1.1667,1
89,7,2,0,8,18,9,3,6,6,0.5,1,1,0.666666667,0.265306122,2,3,11.57142857,5,1.5714,1
113,12,4,0,12,29,0,0,12,12,0,1,1,0.620689655,0.21969697,0,0,8.333333333,1,0.9167,1
142,24,2,0,9,49,0,0,9,19,0,1,1,0.705128205,0.21875,1,5,4.875,1,0.9583,1
382,10,2,0,9,27,15,0,9,4,0.333333333,1,0,0.842105263,0.3375,1,6,37.1,1,0.9,1
47,3,2,0,5,9,3,2,3,0,2,0,0,0.846153846,0.555555556,1,3,14.66666667,4,1.6667,0
21,2,1,0,15,7,1,15,0,2,2,0,0,0,0.5,0,0,9.5,2,1,0
12,1,1,1,19,2,0,19,0,1,2,0,0,0,1,0,0,9,0,0,0
41,2,3,0,3,6,0,0,3,2,0,0,0,0.75,0.666666667,0,0,18.5,1,0.5,0
157,14,2,0,19,32,1,3,17,13,0.346153846,0.5,1,0.6875,0.202380952,1,3,10.07142857,1,0.7143,1
387,5,3,0,3,18,0,2,1,4,0.55,0.4,1,0.866666667,0.4,1,1,75.4,14,4.8,0
6,6,1,0,40,6,15,37,4,6,2,0,0,0,0.416666667,0,0,0,1,1,0
47,9,1,15,33,11,34,30,3,7,0.875,1,1,0,0.416666667,0,0,4.111111111,1,0.8889,0
724,57,1,4,80,108,1504,66,16,43,0.867346939,1,3,0,0.115288221,0,0,11.57894737,12,1.1754,1
197,7,2,0,6,13,0,1,5,6,0.5,0.5,0,0.666666667,0.333333333,0,0,26.85714286,1,0.1429,0
648,9,1,0,8,36,8,1,7,0,0.625,1,4,0,0.24691358,0,0,70.22222222,4,1.2222,1
3709,22,1,0,5,38,153,1,4,7,0.848484848,0.121212121,1,0,0.380952381,0,0,166.0909091,236,13.7727,1
49,6,3,0,2,14,0,1,1,5,0,0,0,0.807692308,0.333333333,1,2,7,1,0.8333,0
178,3,3,0,3,16,3,0,3,3,2,0,0,0.6,0.444444444,0,0,58.33333333,3,1.3333,1
297,15,1,0,9,22,0,8,1,14,0.852040816,0.285714286,3,0,0.380952381,0,0,17.86666667,7,0.8,0
16,3,2,0,5,6,3,1,4,2,2,0,0,0.833333333,0.5,1,1,4.333333333,1,0.6667,0
237,14,1,0,2,25,3,1,1,13,0.602564103,0,0,0,0.404761905,0,0,15.5,1,0.9286,0
247,6,3,0,5,20,5,1,4,5,0.825,0,1,0.722222222,0.333333333,1,4,38.83333333,16,3.6667,0
175,14,1,0,12,22,61,11,1,13,0.692307692,0,3,0,0.320512821,0,0,11.28571429,3,0.7143,0
54,7,2,0,3,10,21,3,1,7,2,0,0,0.7,0.5,1,2,6.714285714,1,0.8571,0
313,10,2,0,5,24,0,0,5,10,0.444444444,1,0,0.571428571,0.3,2,3,29.8,13,3.1,0
13,2,2,6,7,4,0,6,1,1,0,1,1,0.666666667,0.75,0,0,5,1,0.5,0
37,2,2,0,5,4,1,3,2,0,2,0,0,0.916666667,0.666666667,1,3,17.5,4,2,1
48,2,3,0,5,10,1,0,5,2,1,1,0,0.972222222,0.75,0,0,22.5,1,0.5,0
18,1,1,0,2,2,0,1,1,0,2,0,3,0,1,0,0,12,0,0,0
186,11,1,0,33,19,41,33,0,10,0.633333333,1,0,0,0.309090909,0,0,15.63636364,4,1.4545,1
108,5,1,0,7,14,0,3,4,0,0.75,0.333333333,4,0,0.4,0,0,19.4,5,1.6,0
420,12,1,1,11,23,16,2,10,8,0.670454545,0.875,4,0,0.197916667,0,0,32.66666667,1,0.9167,1
246,14,2,0,10,38,43,3,7,14,0.75,1,2,0.458333333,0.595238095,0,0,16.28571429,1,0.9286,1
302,15,2,0,9,43,0,3,7,11,0.589285714,1,0,0.461538462,0.191666667,2,3,18.86666667,6,1.8,0
563,22,1,0,6,52,95,3,6,7,0.748917749,1,5,0,0.194805195,0,0,24.09090909,5,1.5,1
338,11,1,0,12,28,19,3,11,5,0.64,1,6,0,0.324675325,0,0,28.81818182,4,1.1818,1
23,3,1,0,4,4,3,4,0,3,1.4375,0,2,0,0.5,0,0,4,2,1,0
116,10,3,0,6,27,0,1,6,9,0.111111111,1,1,0.64,0.214285714,2,2,10.5,4,1.3,1
36,2,1,0,2,5,1,2,0,1,2,0,0,0,0.5,0,0,17,4,2,0
93,5,3,0,3,8,2,1,2,5,0.666666667,1,1,0.84,0.36,1,5,17,3,1.2,1
131,23,1,3,34,28,247,24,13,22,0.909090909,1,1,0,0.273913043,0,0,4.652173913,1,0.9565,1
8,3,1,6,13,4,3,12,1,3,2,0,0,0,0.666666667,0,0,1.666666667,1,0.6667,0
288,10,2,1,6,34,1,3,4,8,0.46031746,1,1,0.5,0.5,1,3,27.1,1,0.8,1
241,11,1,0,4,25,0,1,3,6,0.52,1,1,0,0.242857143,0,0,20.45454545,3,1.4545,0
175,9,2,2,3,11,8,2,1,8,0.5,0.75,0,0.619047619,0.333333333,1,3,18,1,0.8889,1
83,9,1,0,7,10,2,7,0,8,0.666666667,0.666666667,1,0,0.5,1,1,7.888888889,5,1.1111,0
726,23,1,0,9,34,93,6,3,22,0.704545455,1,0,0,0.198067633,0,0,30.04347826,17,1.8261,1
10,2,2,0,3,4,1,0,3,2,2,0,0,0.666666667,0.666666667,0,0,4,1,0.5,0
938,26,2,1,13,80,53,6,8,18,0.854545455,0.818181818,0,0.314285714,0.296,0,0,34.65384615,2,1,1
107,10,1,0,7,18,0,6,2,10,0.333333333,1,2,0,0.375,1,1,9.5,4,1.4,1
