@relation ALLJURECZKO-jedit-3.2 

@attribute loc numeric
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}


@data
50,5,3,0,5,13,4,2,4,4,0.875,0.25,0,0.666666667,0.5,1,1,8.2,1,0.6,0
101,3,2,0,11,13,3,1,10,1,1,0,0,0.9,0.444444444,1,1,32.33333333,6,2.3333,0
128,16,1,2,23,25,106,21,2,15,0.8,1,0,0,0.205357143,0,0,6.875,3,1.1875,0
305,6,2,0,6,50,9,3,5,3,0.8,1,0,0.924242424,0.305555556,0,0,49.16666667,8,2,1
144,6,8,0,10,24,15,1,10,4,2,0,0,0.994206257,0.333333333,1,7,23,5,2.1667,0
645,12,6,0,6,38,28,3,5,1,0.392344498,1,2,0.983655275,0.5,1,3,51.16666667,5,1.4167,1
708,14,7,0,24,106,69,3,24,8,0.869230769,1,2,0.98048048,0.174603175,0,0,48.85714286,9,2.2143,1
230,6,2,0,5,28,3,1,5,4,0.771428571,1,0,0.722222222,0.722222222,1,3,36.16666667,7,3,1
3,3,1,0,5,3,3,4,1,3,2,0,0,0,0.444444444,0,0,0,1,1,0
6,2,2,0,4,3,1,1,3,1,2,0,0,0.9,0.75,0,0,2,1,0.5,0
950,28,1,0,45,60,378,43,2,24,2,0,0,0,0.183673469,0,0,32.92857143,14,3.7143,1
106,3,2,0,4,9,1,1,3,0,0.5,1,0,0.777777778,0.444444444,1,2,34,11,4,0
141,6,2,0,1,23,1,0,1,2,0.6,1,0,0.6875,0.476190476,1,2,22.16666667,3,1.3333,0
416,7,1,0,5,16,0,1,4,4,0.666666667,1,1,0,0.265306122,0,0,57.14285714,14,4.1429,1
380,5,7,0,5,52,2,1,4,4,0.642857143,1,0,0.99391172,0.4,0,0,73.6,6,2.6,0
199,5,2,0,5,28,2,1,4,4,0.5625,1,0,0.935483871,0.466666667,1,7,38,8,2.2,1
5047,126,3,0,102,316,6941,79,40,90,0.95255814,0.790697674,7,0.324324324,0.068783069,1,1,38.71428571,25,3.5317,1
1186,15,7,0,12,91,47,2,11,3,0.808035714,1,3,0.979010495,0.283333333,1,1,77,7,1.3333,1
4,3,1,0,24,3,3,24,0,3,1.5,0,0,0,0.833333333,0,0,0,1,1,0
5,1,4,0,16,2,0,16,0,1,2,0,0,1,1,0,0,4,0,0,0
299,10,1,0,10,47,17,8,3,8,0.622222222,1,0,0,0.35,0,0,28.4,10,2.8,0
13,13,1,0,6,13,78,6,0,13,2,0,0,0,0.430769231,0,0,0,1,1,0
21,1,1,0,6,2,0,6,0,0,2,0,1,0,1,0,0,15,0,0,0
138,3,5,0,4,37,1,2,3,2,0.5,1,0,0.996710526,0.5,0,0,44.66666667,2,1,0
361,13,6,0,11,60,50,5,10,1,0.816666667,1,1,0.982195846,0.243589744,4,12,26.38461538,5,1.9231,0
311,6,7,0,8,47,9,3,8,3,0.8,1,0,0.992401216,0.388888889,0,0,50.33333333,1,0.8333,0
93,1,7,6,8,21,0,7,2,1,2,0,0,1,1,0,0,92,0,0,0
3,2,1,0,12,2,1,12,0,2,2,0,0,0,1,0,0,0,1,1,0
58,4,1,0,2,11,4,1,2,3,0.666666667,1,0,0,0.333333333,0,0,13.25,4,2,0
129,6,5,0,5,34,0,3,5,2,0.4,1,1,0.991816694,0.277777778,0,0,20,1,0.8333,1
134,3,2,0,11,14,1,2,10,2,0.875,0,2,0.9,0.555555556,1,3,42.33333333,1,0.6667,0
438,13,6,0,13,65,46,7,9,1,0.785714286,1,0,0.982195846,0.333333333,2,4,32.15384615,9,2.2308,1
22,2,2,0,7,5,1,2,5,2,1,0,0,0.947368421,0.625,1,1,9.5,1,0.5,0
93,6,2,0,4,19,15,1,4,6,2,0,0,0.807692308,0.5,1,3,14.5,2,1,1
324,14,2,0,8,34,37,5,4,11,0.760683761,1,1,0.824324324,0.224489796,0,0,21.5,8,1.7143,1
256,5,2,0,16,35,10,2,14,1,1.142857143,0,0,0.818181818,0.72,0,0,48.8,1,0.8,0
730,18,1,0,12,96,47,4,10,9,0.773109244,1,0,0,0.104575163,0,0,39.16666667,16,2.7222,0
10,2,2,0,4,3,1,3,1,1,1,0,0,0.947368421,0.75,0,0,3.5,1,0.5,0
1272,11,2,0,10,96,21,2,10,3,0.828571429,0.5,3,0.333333333,0.236363636,0,0,113.3636364,17,4.9091,1
174,9,1,2,9,24,6,4,7,8,0.375,1,0,0,0.296296296,0,0,18.22222222,6,1.8889,0
71,3,6,0,5,18,3,4,2,1,2,0,0,0.997382199,0.444444444,0,0,22.66666667,2,1,0
80,10,1,2,15,17,23,14,1,7,0.777777778,0,0,0,0.4,0,0,6.6,1,0.7,1
48,2,1,0,4,7,0,4,0,2,1.8,0,2,0,0.666666667,0,0,13,1,0.5,1
1143,45,4,0,15,122,462,8,8,39,0.899521531,1,3,0.936231884,0.136752137,3,18,23.97777778,12,2.0889,1
79,3,2,0,11,10,3,4,7,2,2,0,0,0.9,0.533333333,1,1,25.33333333,1,0.6667,0
28,4,1,0,10,5,0,10,0,4,0.666666667,1,0,0,0.5,0,0,5.25,1,0.75,0
57,6,1,0,8,10,0,7,2,3,0.65,1,1,0,0.416666667,0,0,7.833333333,2,1,1
2533,45,2,0,34,107,928,13,25,26,0.93006993,0.461538462,2,0.152173913,0.231060606,1,2,55,9,1.7778,0
5,1,3,0,3,2,0,1,2,1,2,0,0,1,1,0,0,4,0,0,0
288,6,2,0,4,22,3,1,3,0,1.0625,0,0,0.636363636,0.285714286,1,2,44.33333333,25,5.1667,0
173,5,3,0,4,18,8,0,4,5,0.375,1,2,0.818181818,0.366666667,2,3,32.4,7,2.6,0
5,1,3,0,4,2,0,2,2,1,2,0,0,1,1,0,0,4,0,0,0
55,4,2,0,4,8,4,1,3,0,0.666666667,1,0,0.7,0.375,1,2,12.25,6,2,0
1644,51,1,1,44,135,1139,34,18,35,0.949090909,0.818181818,4,0,0.111764706,0,0,30.80392157,6,1.5882,0
617,1,1,0,12,1,0,12,0,0,2,0,0,0,0,0,0,496,0,0,0
5,1,3,0,4,2,0,2,2,1,2,0,0,1,1,0,0,4,0,0,0
63,4,1,0,2,5,0,1,1,3,0,1,0,0,0.666666667,0,0,14.25,2,1.5,0
334,17,6,0,14,59,94,13,9,8,0.8984375,1,1,0.976011994,0.213235294,3,6,18.17647059,5,1.3529,1
151,3,2,0,4,8,0,1,3,0,0.75,0.5,0,0.777777778,0.444444444,1,2,48,18,7.3333,0
229,6,6,0,7,35,5,3,6,1,0.833333333,1,2,0.992378049,0.333333333,0,0,36.16666667,1,0.8333,0
30,3,2,0,9,7,1,3,6,1,1,0,0,0.947368421,0.666666667,1,2,8,1,0.3333,0
5223,118,1,0,6,180,6075,5,1,27,0.921125975,0.717391304,1,0,0.138067061,0,0,42.48305085,9,1.4492,0
300,23,1,0,39,64,159,33,13,16,0.858585859,1,3,0,0.103896104,0,0,11.65217391,9,1.4783,1
111,9,1,0,5,20,0,3,2,9,0.5,1,0,0,0.259259259,0,0,11.11111111,3,1.5556,0
218,12,1,0,3,25,0,2,1,0,0.436363636,1,0,0,0.395833333,0,0,16.75,3,1.3333,0
206,5,1,0,1,24,10,1,0,5,2,0,0,0,0.3,0,0,40.2,6,3,0
16,2,1,0,2,3,1,2,0,0,1,0,0,0,0.75,0,0,6,0,0,0
4,4,1,0,5,4,6,5,0,4,2,0,0,0,1,0,0,0,1,1,0
127,5,2,0,5,12,0,2,3,0,0.375,1,0,0.636363636,0.3,1,2,24,4,1.6,0
49,6,1,3,4,12,15,3,1,6,2,0,0,0,0.416666667,0,0,7.166666667,2,1.5,0
687,12,7,0,9,72,40,3,8,2,0.943181818,0.875,1,0.983433735,0.222222222,1,3,54.91666667,5,1.25,1
280,6,2,0,16,45,15,3,13,6,2,0,0,0.782608696,0.229166667,1,1,45.66666667,1,0.8333,0
38,14,1,6,8,16,91,6,2,14,2,0,0,0,0.414285714,0,0,1.714285714,1,0.9286,0
47,5,3,0,6,13,4,2,4,4,0.833333333,0.333333333,0,0.666666667,0.5,1,1,7.8,1,0.6,0
55,6,7,0,6,18,13,3,4,3,0.8,1,0,0.992401216,0.25,0,0,8,1,0.8333,1
111,1,8,0,9,22,0,1,9,1,2,0,0,1,1,0,0,110,0,0,0
204,5,2,0,11,33,6,1,10,1,0.625,0,0,0.818181818,0.433333333,1,1,39.4,1,0.8,0
28,2,2,0,9,7,1,1,8,1,1,0,0,0.947368421,0.625,1,1,12.5,1,0.5,0
77,3,2,0,4,8,0,1,3,0,0.5,1,0,0.777777778,0.444444444,1,2,24,5,2,0
155,5,1,0,11,26,0,4,8,0,0.5,0,0,0,0.466666667,0,0,29.4,5,1.8,1
59,4,1,0,2,5,0,1,1,3,0,1,0,0,0.666666667,0,0,13.25,3,1.75,0
171,11,4,0,18,26,13,14,5,11,0.1,0,0,0.764705882,0.545454545,2,2,14.45454545,2,0.9091,0
