"predictedValue","predictLabel","sloc","actualBugLabel"
12,1,216,0
6,0,28,0
7,0,180,0
13,1,231,0
9,0,294,0
4,0,13,0
11,1,492,0
12,1,773,0
10,1,136,0
8,0,139,0
10,1,141,0
8,0,99,0
13,1,451,0
11,1,12200,0
7,0,161,0
17,1,497,1
9,0,147,0
8,0,38,0
12,1,494,0
12,1,294,0
7,0,709,0
3,0,10,0
9,0,617,0
10,1,1749,0
5,0,46,0
6,0,53,0
2,0,2,0
6,0,254,0
6,0,36,0
9,0,215,0
5,0,16,0
4,0,118,0
8,0,106,0
13,1,353,0
7,0,113,0
7,0,71,0
5,0,16,0
5,0,672,0
11,1,269,0
17,1,2220,1
7,0,151,0
12,1,841,0
15,1,429,0
8,0,193,0
12,1,1578,0
7,0,48,0
8,0,326,0
9,0,123,0
2,0,2,0
15,1,2089,0
11,1,1517,0
13,1,658,0
9,0,56,0
5,0,86,0
13,1,437,0
3,0,10,0
4,0,33,0
8,0,175,0
9,0,105,0
2,0,196,0
14,1,5866,1
15,1,692,0
3,0,14,0
8,0,299,0
8,0,206,0
3,0,62,0
5,0,5,0
11,1,164,0
16,1,496,0
17,1,1885,1
13,1,216,0
10,1,306,0
12,1,1720,0
13,1,519,1
14,1,708,0
4,0,37,0
17,1,936,0
13,1,726,0
9,0,177,0
10,1,545,1
7,0,111,0
10,1,607,1
8,0,87,0
5,0,55,0
4,0,161,0
16,1,512,0
5,0,9,0
15,1,212,0
5,0,68,0
11,1,922,0
11,1,254,0
6,0,256,0
15,1,291,0
6,0,74,0
3,0,137,0
4,0,32,0
12,1,2291,1
6,0,7,0
6,0,343,0
4,0,72,0
8,0,79,0
6,0,5,0
11,1,435,0
6,0,36,0
3,0,60,0
12,1,375,0
6,0,135,0
2,0,106,0
5,0,154,0
13,1,1738,1
8,0,569,0
3,0,59,0
7,0,182,0
16,1,2547,0
3,0,5,0
8,0,283,0
4,0,5,0
3,0,5,0
14,1,1785,1
10,1,188,0
3,0,5,0
10,1,89,0
11,1,321,0
11,1,382,0
6,0,50,0
5,0,5,0
10,1,184,0
10,1,611,1
12,1,651,0
3,0,91,0
2,0,51,0
17,1,1660,1
12,1,419,0
5,0,41,0
8,0,219,1
9,0,177,0
9,0,236,0
7,0,44,0
2,0,6,0
5,0,64,0
15,1,698,0
11,1,252,0
15,1,463,1
9,0,208,0
11,1,327,0
7,0,65,0
16,1,1169,1
5,0,6,0
8,0,119,0
7,0,126,0
9,0,7191,0
4,0,64,0
1,0,179,0
10,1,253,0
14,1,504,0
11,1,450,0
6,0,55,0
17,1,621,0
16,1,339,0
8,0,178,0
13,1,418,1
14,1,524,0
4,0,6,0
8,0,169,0
4,0,1,0
9,0,113,0
7,0,62,0
10,1,357,0
18,1,1973,0
3,0,2,0
14,1,437,0
12,1,507,0
6,0,61,0
9,0,437,0
5,0,16,0
5,0,20,0
6,0,80,0
11,1,397,0
13,1,5189,0
13,1,413,0
7,0,234,0
12,1,583,0
14,1,652,0
5,0,127,0
10,1,1260,0
8,0,67,0
13,1,177,0
2,0,6,0
16,1,591,1
7,0,117,0
13,1,242,0
5,0,334,0
6,0,146,0
7,0,246,0
6,0,101,0
2,0,2,0
10,1,235,1
7,0,44,0
6,0,32,0
7,0,41,0
6,0,11,1
4,0,52,0
6,0,24,0
11,1,491,1
8,0,221,0
10,1,242,0
14,1,700,1
7,0,77,0
9,0,210,0
10,1,135,0
12,1,240,0
5,0,37,0
